RA,DEC,kic_kepler_id,Tef,logg,[Fe/H],m_g,dist(pc),M_g,BC,M_bol,L,e_L,R,e_R,M,e_M
282.384213209,42.1897974481,6666456,5786.0,4.11,-0.13,15.721999199999999,2004.9711899999998,4.21,0.075,4.29,1.52,0.03,1.23,0.01,1.13,0.07
283.214108679,42.1072941185,6668176,6350.0,4.13,-0.28,15.0753946,1986.18335,3.59,0.069,3.65,2.72,0.06,1.37,0.02,1.24,0.08
283.360978594,42.177238888000005,6668502,5755.0,4.12,-0.6,16.1793709,2247.1123,4.42,0.051,4.47,1.28,0.03,1.14,0.01,1.0,0.06
283.37511968900003,42.1670146791,6668535,6362.0,4.1,-0.45,15.5039568,3043.27905,3.09,0.069,3.16,4.3,0.09,1.71,0.03,1.21,0.08
283.38826780200003,42.1824319003,6668556,5544.0,4.3,-0.47,16.709457399999998,2279.66553,4.92,0.034,4.95,0.82,0.02,0.98,0.01,0.92,0.06
283.451379832,42.1112944621,6668696,5113.0,3.63,-0.07,15.3580074,2635.62354,3.25,0.004,3.26,3.92,0.08,2.53,0.02,1.21,0.08
283.516967498,42.114008723000005,6668898,5523.0,4.26,0.03,16.1648445,2454.29517,4.22,0.054,4.27,1.54,0.03,1.36,0.01,1.04,0.07
283.524946784,42.1554528784,6668926,5443.0,4.01,-0.2,16.669788399999998,3747.1220700000003,3.8,0.056,3.86,2.26,0.05,1.69,0.01,1.06,0.07
283.534606509,42.1531651076,6668949,5995.0,4.22,-0.52,15.4359846,1511.89624,4.54,0.054,4.59,1.15,0.02,0.99,0.01,1.05,0.07
283.541248865,42.1637431734,6668956,5633.0,4.02,-0.33,16.2232056,3044.3247100000012,3.81,0.049,3.85,2.26,0.05,1.58,0.01,1.08,0.07
283.541757764,42.1692940444,6668959,5425.0,4.02,-0.39,16.5902252,3255.01514,4.03,0.036,4.06,1.86,0.04,1.55,0.01,1.01,0.06
283.545423843,42.1798709916,6668966,5204.0,4.56,-0.56,16.1172218,1067.06982,5.98,0.016,5.99,0.32,0.01,0.69,0.0,0.77,0.05
283.564375221,42.192462758400005,6669007,5609.0,4.44,-0.5,16.450201,1686.6846899999994,5.32,0.034,5.35,0.57,0.01,0.8,0.01,0.89,0.06
283.565503486,42.1530608355,6669009,5543.0,4.04,-0.16,16.7983074,3622.9174799999996,4.0,0.056,4.06,1.87,0.04,1.49,0.01,1.09,0.07
283.571908773,42.1444162032,6669024,4875.0,2.98,-0.71,15.7737122,8656.90137,1.09,-0.067,1.02,30.76,0.62,7.8,0.04,1.51,0.1
283.576379816,42.1992441362,6669042,5750.0,4.06,-1.04,16.579826399999998,3449.6921399999997,3.89,0.023,3.91,2.14,0.04,1.48,0.01,0.93,0.06
283.57669473,42.14132941,6669045,5505.0,3.97,0.15,14.872086499999998,1626.36475,3.82,0.056,3.87,2.23,0.05,1.64,0.01,1.2,0.08
283.577512054,42.1886735135,6669050,5762.0,4.12,-0.53,17.029272100000004,3341.32227,4.41,0.051,4.46,1.29,0.03,1.14,0.01,1.02,0.07
283.580916537,42.175431187,6669057,4749.0,2.75,-0.63,15.278044699999999,5929.90332,1.41,-0.067,1.35,22.78,0.46,7.07,0.03,1.75,0.11
283.586377985,42.1498593275,6669068,5756.0,4.09,-0.66,15.944491399999999,2353.0671399999997,4.09,0.051,4.14,1.74,0.04,1.33,0.01,1.0,0.06
283.590683614,42.1830050271,6669077,5599.0,4.34,-0.45,16.6811581,2289.49146,4.88,0.034,4.92,0.85,0.02,0.98,0.01,0.93,0.06
283.592814423,42.192458655799996,6669082,5392.0,4.52,-0.15,16.692522,1553.72034,5.74,0.054,5.79,0.38,0.01,0.71,0.01,0.9,0.06
283.601322647,42.1533335804,6669104,4703.0,4.54,-0.54,16.007453899999998,940.9657589999999,6.14,-0.044,6.1,0.29,0.01,0.81,0.0,0.66,0.04
283.609553898,42.1150122659,6669116,5448.0,3.64,-0.83,16.986742,5022.54395,3.48,0.025,3.51,3.11,0.06,1.99,0.02,1.12,0.07
283.61237451,42.1667711483,6669119,5682.0,4.24,-0.56,15.9037495,1650.35486,4.82,0.049,4.86,0.89,0.02,0.98,0.01,0.95,0.06
283.618157128,42.154850751,6669137,5043.0,3.69,-0.12,15.3755856,2361.5634800000007,3.51,0.004,3.51,3.09,0.06,2.31,0.01,1.13,0.07
283.61992358,42.1835571896,6669143,4978.0,3.19,-0.31,15.179504399999999,3923.8493700000004,2.21,0.001,2.21,10.26,0.21,4.32,0.02,1.47,0.09
283.633221796,42.1022072523,6669183,5988.0,4.11,-0.34,16.1839066,6406.29199,2.15,0.054,2.2,10.33,0.21,2.99,0.03,1.14,0.07
283.634899575,42.1642615289,6669188,5435.0,4.43,-0.25,16.2488384,1906.10291,4.85,0.054,4.9,0.86,0.02,1.05,0.01,0.91,0.06
283.638101559,42.1312639752,6669196,5561.0,4.27,-0.76,14.260841399999999,763.462891,4.85,0.016,4.86,0.89,0.02,1.02,0.01,0.87,0.06
283.643540495,42.159835768899995,6669207,5077.0,2.58,-0.8,14.8875275,6041.94141,0.98,-0.015,0.97,32.31,0.65,7.37,0.04,2.13,0.14
283.645916332,42.1813149435,6669217,5641.0,3.93,-0.6,16.6230259,4313.3457,3.45,0.049,3.5,3.14,0.06,1.86,0.02,1.06,0.07
283.648405198,42.1446308239,6669225,5982.0,4.13,-0.46,15.2379045,1702.64197,4.08,0.054,4.14,1.74,0.04,1.23,0.01,1.09,0.07
283.648614861,42.126518573,6669228,4791.0,2.58,-0.33,14.081672699999999,3951.07788,1.1,-0.067,1.03,30.45,0.62,8.03,0.04,2.18,0.14
283.65325195400004,42.119533643000004,6669234,5596.0,4.34,-0.44,16.4837875,2155.026610000001,4.82,0.034,4.85,0.9,0.02,1.01,0.01,0.93,0.06
283.664041415,42.1204327096,6669257,5723.0,4.11,-0.22,15.5913973,2175.78564,3.9,0.075,3.98,2.02,0.04,1.45,0.01,1.09,0.07
283.66495241900003,42.1615769378,6669258,5973.0,4.15,0.05,13.937089000000002,1080.79895,3.77,0.079,3.85,2.27,0.05,1.41,0.02,1.22,0.08
283.665185934,42.15606794,6669259,5483.0,3.94,-0.13,16.480041500000002,3933.24146,3.51,0.056,3.56,2.96,0.06,1.91,0.02,1.13,0.07
283.667078848,42.1241103451,6669264,5713.0,4.04,-0.42,14.2610168,1170.64514,3.92,0.049,3.97,2.04,0.04,1.46,0.01,1.07,0.07
283.67630544400004,42.1089540272,6669279,5701.0,4.09,-0.6,16.5634232,3070.5664100000013,4.13,0.049,4.18,1.68,0.03,1.33,0.01,1.0,0.06
283.676488013,42.132906474,6669280,5190.0,3.75,-0.12,15.477924300000002,2228.9807100000007,3.74,0.027,3.76,2.46,0.05,1.94,0.01,1.15,0.07
283.682193568,42.1858974982,6669291,5119.0,3.47,-0.42,15.843997,3236.75537,3.29,0.003,3.3,3.78,0.08,2.48,0.02,1.24,0.08
283.70148110400004,42.1043509036,6669345,5131.0,3.68,-0.58,16.3944759,4143.38916,3.31,0.023,3.33,3.66,0.07,2.43,0.02,1.05,0.07
283.703703674,42.162980423200004,6669354,5727.0,4.02,-0.2,15.366923300000002,1903.45386,3.97,0.075,4.04,1.9,0.04,1.4,0.01,1.14,0.07
283.705769159,42.1184211439,6669359,4773.0,4.65,-0.38,16.1149273,802.1082150000003,6.59,-0.044,6.55,0.19,0.0,0.64,0.0,0.69,0.04
283.709618905,42.1970041225,6669369,4634.0,4.65,-0.34,15.6858902,641.2030030000002,6.65,-0.044,6.61,0.18,0.0,0.66,0.0,0.66,0.04
283.716777804,42.1164148276,6669387,5973.0,4.07,-0.06,15.1237106,1995.7750199999998,3.62,0.079,3.7,2.6,0.05,1.51,0.02,1.23,0.08
283.723601097,42.1263034977,6669402,5541.0,4.03,-0.36,16.0954056,2569.02246,4.05,0.036,4.08,1.83,0.04,1.47,0.01,1.04,0.07
283.73565964700003,42.140340082899996,6669438,5588.0,4.18,-0.69,15.0242414,1269.57776,4.51,0.036,4.54,1.2,0.02,1.17,0.01,0.92,0.06
283.74850042599996,42.1712335487,6669472,5655.0,4.16,-0.2,16.751863500000002,3073.801760000001,4.31,0.075,4.39,1.38,0.03,1.23,0.01,1.06,0.07
283.75506756,42.1710248428,6669488,5358.0,3.77,-0.08,15.9145613,3073.8103,3.48,0.025,3.5,3.13,0.06,2.06,0.02,1.2,0.08
283.768730539,42.1944577331,6669516,5720.0,4.11,-0.41,14.9117508,1404.99988,4.17,0.049,4.22,1.61,0.03,1.3,0.01,1.05,0.07
283.77511980599996,42.1387934644,6669529,5818.0,4.15,-0.76,16.943340300000006,3013.62817,4.55,0.024,4.57,1.17,0.02,1.07,0.01,0.97,0.06
283.806203462,42.157589902,6669609,6202.0,4.11,-0.34,14.338583900000001,1470.0708,3.5,0.067,3.57,2.94,0.06,1.49,0.02,1.2,0.08
283.811347905,42.189877218,6669617,5417.0,4.05,0.12,15.1913834,1766.33875,3.96,0.056,4.01,1.96,0.04,1.59,0.01,1.12,0.07
283.820835295,42.1940988887,6669632,5191.0,3.46,-0.52,16.623745,6461.995120000001,2.57,0.024,2.6,7.2,0.15,3.33,0.02,1.24,0.08
283.823162384,42.157490248,6669637,5584.0,4.28,-0.05,15.8550577,1580.85876,4.86,0.054,4.91,0.85,0.02,0.99,0.01,1.03,0.07
283.82459599099997,42.19357742,6669641,5757.0,4.12,-0.14,16.6437187,3875.51465,3.7,0.075,3.78,2.43,0.05,1.57,0.02,1.12,0.07
283.83966718,42.1528269338,6669674,5406.0,4.48,-0.34,15.732542,1082.6283,5.56,0.034,5.59,0.46,0.01,0.77,0.01,0.87,0.06
283.845533138,42.149199694800004,6669682,5707.0,4.23,-0.44,16.8700199,2552.682860000001,4.84,0.049,4.88,0.88,0.02,0.96,0.01,0.99,0.06
283.909937469,42.1751771224,6669810,5448.0,4.46,-0.32,14.6788445,668.042419,5.55,0.034,5.59,0.46,0.01,0.76,0.01,0.89,0.06
283.93839343900004,42.1595680575,6669874,6092.0,4.11,-0.96,16.6311531,4736.196779999998,3.25,0.028,3.28,3.83,0.08,1.76,0.02,1.01,0.06
283.947659674,42.1644277644,6669891,5702.0,4.01,-0.05,15.394417800000001,1925.38635,3.97,0.075,4.05,1.89,0.04,1.41,0.01,1.18,0.08
283.98363762099996,42.1592784859,6669968,5389.0,4.35,-0.23,16.584630999999998,2143.69092,4.93,0.054,4.98,0.8,0.02,1.03,0.01,0.92,0.06
284.004561185,42.1235342488,6670009,5460.0,4.34,-0.18,15.4815712,1397.68457,4.75,0.054,4.81,0.94,0.02,1.09,0.01,0.95,0.06
284.01467704,42.1681844667,6670029,5671.0,4.28,-0.35,16.8101234,2118.3642600000007,5.18,0.046,5.23,0.64,0.01,0.83,0.01,0.99,0.06
284.016656334,42.1503023527,6670034,5806.0,4.19,-0.23,14.9913921,1336.83801,4.36,0.075,4.44,1.32,0.03,1.14,0.01,1.08,0.07
284.019239261,42.1356705086,6670040,5386.0,4.19,-0.07,16.4054298,2564.03198,4.36,0.056,4.42,1.35,0.03,1.34,0.01,1.0,0.06
284.02546044900004,42.1320433204,6670047,5867.0,4.17,-0.43,16.2017212,2492.00854,4.22,0.051,4.27,1.54,0.03,1.2,0.01,1.06,0.07
284.03197146,42.1430235618,6670072,5631.0,4.18,-0.22,16.158144,2486.59717,4.18,0.075,4.26,1.56,0.03,1.32,0.01,1.04,0.07
284.052778721,42.1970499908,6670118,5802.0,4.23,-0.54,16.5208015,2242.18896,4.77,0.051,4.82,0.93,0.02,0.96,0.01,0.99,0.06
284.066760901,42.1927507181,6670147,5554.0,4.14,-0.25,15.706150099999999,1767.81238,4.47,0.036,4.5,1.24,0.03,1.21,0.01,1.02,0.07
284.07793441900003,42.1265037986,6670174,6213.0,4.12,-0.04,14.087529199999999,1929.4484899999998,2.66,0.1,2.76,6.19,0.13,2.15,0.03,1.28,0.08
284.082049609,42.1348865768,6670177,5422.0,3.96,-0.85,16.892601000000006,3092.89575,4.44,0.015,4.46,1.3,0.03,1.3,0.01,0.93,0.06
284.088854481,42.152519514,6670189,5411.0,3.94,-0.38,16.525095,3533.90674,3.78,0.036,3.82,2.33,0.05,1.74,0.01,1.04,0.07
284.08959109,42.1067344103,6670192,4676.0,4.67,-0.26,15.6903601,602.678772,6.79,-0.044,6.75,0.16,0.0,0.61,0.0,0.68,0.04
284.095499676,42.108965931,6670202,5609.0,4.05,-0.58,14.365140900000002,1138.0728800000004,4.08,0.036,4.12,1.77,0.04,1.41,0.01,1.0,0.06
284.105499143,42.198045764899994,6670224,5689.0,4.25,-0.53,16.2568207,1892.4126,4.87,0.049,4.92,0.85,0.02,0.95,0.01,0.96,0.06
284.11501087,42.1746571185,6670244,5503.0,4.06,-0.55,16.3541107,2576.35986,4.3,0.036,4.33,1.45,0.03,1.33,0.01,0.97,0.06
284.125450156,42.1198835717,6670270,5293.0,4.47,-0.15,15.592955599999998,967.3195189999999,5.67,0.024,5.69,0.42,0.01,0.77,0.01,0.88,0.06
284.126596399,42.1048490946,6670275,5586.0,3.97,-0.31,15.60711,2296.49829,3.8,0.036,3.84,2.3,0.05,1.62,0.01,1.09,0.07
284.144586695,42.156756542800004,6670321,5133.0,4.53,0.11,15.979346300000001,1282.48975,5.44,0.024,5.46,0.51,0.01,0.91,0.01,0.88,0.06
284.159780126,42.166395034000004,6670352,4854.0,3.05,-0.02,15.069341699999999,3788.03809,2.18,-0.055,2.12,11.15,0.23,4.73,0.02,1.66,0.11
284.16705009099996,42.1287168279,6670373,6220.0,3.95,-0.46,14.390062300000002,1884.98523,3.01,0.067,3.08,4.61,0.09,1.85,0.03,1.25,0.08
284.170863952,42.1536536558,6670379,5085.0,4.51,-0.42,15.491576199999999,759.5344240000003,6.09,-0.004,6.09,0.29,0.01,0.7,0.0,0.77,0.05
284.171015231,42.1950007251,6670381,5464.0,4.38,-0.2,16.5040932,1976.8804899999998,5.02,0.054,5.08,0.73,0.01,0.96,0.01,0.94,0.06
284.17711136,42.1326891847,6670393,5595.0,4.29,-0.79,16.292684599999998,1704.91846,5.13,0.016,5.15,0.69,0.01,0.88,0.01,0.87,0.06
284.184607496,42.1158488816,6670408,5653.0,4.15,-0.57,16.1132526,2169.02808,4.43,0.049,4.48,1.27,0.03,1.18,0.01,0.97,0.06
284.202751289,42.1630074127,6670454,5725.0,4.22,-0.38,16.2014618,1965.6095,4.73,0.049,4.78,0.96,0.02,1.0,0.01,1.01,0.06
284.207264104,42.1127267642,6670462,5593.0,4.1,-0.84,17.0138569,2809.18628,4.77,0.015,4.79,0.96,0.02,1.05,0.01,0.92,0.06
284.212620111,42.1693719094,6670475,5749.0,4.1,-0.45,16.539114,3300.57422,3.95,0.049,3.99,1.99,0.04,1.42,0.01,1.05,0.07
284.21842607599996,42.1101461073,6670491,5586.0,4.2,-0.58,16.498825099999998,2605.55103,4.42,0.036,4.46,1.3,0.03,1.22,0.01,0.94,0.06
284.224114353,42.190796883699996,6670503,5649.0,4.07,-0.55,16.6579323,3074.07104,4.22,0.049,4.27,1.54,0.03,1.3,0.01,1.01,0.06
284.22818376099997,42.181139033499996,6670509,5811.0,4.08,-0.16,15.7680798,2660.668460000001,3.64,0.075,3.72,2.56,0.05,1.58,0.02,1.15,0.07
284.255114446,42.172870313800004,6670562,6686.0,4.11,-0.5,15.8282061,3522.1897,3.09,0.081,3.18,4.23,0.09,1.54,0.03,1.28,0.08
284.256381153,42.1581683162,6670563,5547.0,4.14,-0.12,16.6071262,3416.64038,3.94,0.056,3.99,1.99,0.04,1.53,0.01,1.06,0.07
284.258104902,42.1816005647,6670569,4984.0,2.5,-0.79,14.1163492,3901.10107,1.16,-0.015,1.15,27.41,0.56,7.04,0.04,2.21,0.14
284.291174559,42.1827787455,6670639,5206.0,4.59,-0.17,16.164998999999998,1227.87585,5.72,0.023,5.74,0.4,0.01,0.78,0.01,0.84,0.05
284.423776126,42.168430451999996,6671050,5139.0,4.63,-0.27,13.1196384,271.96337900000003,5.95,0.017,5.96,0.32,0.01,0.72,0.0,0.8,0.05
284.448577696,42.142980374000004,6671125,8028.0,4.01,-0.16,14.0322704,2254.05322,2.27,0.077,2.34,9.08,0.18,1.56,0.06,1.86,0.12
284.45277008799997,42.175293569699996,6671144,4589.0,4.63,-0.19,15.4208117,596.364868,6.54,-0.121,6.42,0.21,0.0,0.73,0.0,0.68,0.04
284.470573418,42.1409122288,6671197,5691.0,4.25,-0.58,16.9030476,2443.78613,4.96,0.046,5.01,0.78,0.02,0.91,0.01,0.95,0.06
284.481900732,42.1050075042,6671225,5869.0,4.19,-0.62,15.995546300000004,2003.60876,4.49,0.051,4.54,1.2,0.02,1.06,0.01,1.0,0.06
284.48841642900004,42.1112463008,6671250,5761.0,4.16,-0.72,16.370422400000002,2505.29834,4.38,0.051,4.43,1.33,0.03,1.16,0.01,0.96,0.06
284.495160392,42.1429442531,6671268,5111.0,3.74,-0.03,15.4437084,2465.53101,3.48,0.004,3.49,3.17,0.06,2.28,0.01,1.15,0.07
284.497211642,42.167368482600004,6671282,5785.0,4.06,-0.08,13.0078459,674.346069,3.86,0.075,3.94,2.09,0.04,1.44,0.01,1.17,0.07
284.498046901,42.114001826,6671283,5739.0,4.06,-0.52,16.2837753,2904.16577,3.97,0.049,4.02,1.95,0.04,1.41,0.01,1.04,0.07
284.52783921,42.178169317800005,6671351,5695.0,4.26,-0.57,16.7886238,2464.91064,4.83,0.046,4.88,0.88,0.02,0.97,0.01,0.95,0.06
284.532173051,42.1414106239,6671366,5608.0,3.99,-0.13,15.855125400000002,3122.92456,3.38,0.056,3.44,3.32,0.07,1.94,0.02,1.14,0.07
284.535565732,42.1576400911,6671371,5387.0,4.42,-0.67,15.482270199999999,1004.72156,5.47,0.034,5.51,0.49,0.01,0.81,0.01,0.81,0.05
284.538581124,42.1996393549,6671374,5482.0,4.33,-0.63,16.4610443,2119.682860000001,4.83,0.034,4.86,0.89,0.02,1.05,0.01,0.86,0.06
284.554202212,42.1846362425,6671409,5031.0,3.43,-0.63,16.3731422,5048.15186,2.86,0.003,2.86,5.65,0.11,3.14,0.02,1.17,0.07
284.564333161,42.1947397123,6671423,4996.0,3.29,-0.19,15.9895096,5269.67188,2.38,0.005,2.39,8.74,0.18,3.96,0.02,1.41,0.09
284.56819356200003,42.154895109099996,6671429,5569.0,4.09,-0.53,16.8926792,3312.73291,4.29,0.036,4.33,1.46,0.03,1.3,0.01,0.98,0.06
284.575290449,42.150695646500004,6671445,5306.0,4.36,-0.48,15.545844099999998,1171.55847,5.2,0.018,5.22,0.64,0.01,0.95,0.01,0.84,0.05
284.581163463,42.143724516599995,6671459,5016.0,3.33,-0.52,15.678364800000002,4146.06445,2.59,0.003,2.59,7.22,0.15,3.57,0.02,1.28,0.08
284.59140433700003,42.1983197888,6671484,5691.0,4.11,-0.97,17.142475100000002,4380.54492,3.93,0.023,3.96,2.05,0.04,1.48,0.01,0.91,0.06
284.595168562,42.1947068336,6671490,5835.0,4.07,-0.45,15.083697299999999,1767.4002699999999,3.85,0.051,3.9,2.17,0.04,1.45,0.02,1.08,0.07
284.611724103,42.1917070788,6671519,5459.0,4.42,-0.18,15.804048499999999,1274.33459,5.28,0.054,5.33,0.58,0.01,0.85,0.01,0.93,0.06
284.650588818,42.1925563166,6671594,5744.0,4.1,-0.55,16.0494061,2378.34229,4.17,0.049,4.22,1.62,0.03,1.29,0.01,1.02,0.07
284.654105153,42.1369829921,6671605,4797.0,4.62,0.03,13.9037876,343.78109700000016,6.22,-0.054,6.17,0.27,0.01,0.75,0.0,0.77,0.05
284.65714401599996,42.1267264388,6671611,5760.0,4.29,-0.3,16.9847603,2461.96533,5.03,0.048,5.08,0.73,0.01,0.86,0.01,1.02,0.07
284.663781524,42.1057292623,6671624,5677.0,4.24,-0.32,14.791466699999999,1071.56824,4.64,0.049,4.69,1.05,0.02,1.06,0.01,1.01,0.06
284.665674046,42.1122053889,6671631,5270.0,4.0,-1.24,16.8342323,2879.52466,4.54,0.002,4.54,1.2,0.02,1.32,0.01,0.8,0.05
284.66653631599996,42.1303100862,6671633,4722.0,4.58,-0.5,16.1931915,893.890381,6.44,-0.044,6.39,0.22,0.0,0.7,0.0,0.67,0.04
284.668168517,42.1210035947,6671634,5149.0,4.54,-0.11,16.2465839,1224.6495400000001,5.81,0.023,5.83,0.37,0.01,0.76,0.0,0.84,0.05
284.684078516,42.129430291999995,6671662,5733.0,4.13,-0.35,16.1857529,2809.59375,3.94,0.049,3.99,1.99,0.04,1.43,0.01,1.06,0.07
284.686354869,42.1701826969,6671664,5198.0,4.55,0.0,15.594451000000001,816.146851,6.04,0.024,6.06,0.3,0.01,0.67,0.0,0.88,0.06
